Site ID?,Camera or song meter ID?,Checked by?,Assistants?,What are you doing?,Have you taken a waypoint on your GPS?,Song meter set up correctly? ,Camera date and time correct? ,Photos / videos taken by camera?,Battery Status?,SD card swapped? ,New SD card ID?,ID of SD card in camera?,SD card taken? ,Habitat type?,Notes / Comments,Photo of SD card ID,Photo of camera or song meter ID,Photo of camera or song meter set-up,Date,Time,Location,Entry_ID,Photo of SD card ID.http,Photo of camera or song meter ID.http,Photo of camera or song meter set-up.http,__id
B28,C080,"STS, MML, ASN, HLW",Nathaniel Richards ,Camera status check,,,Yes,Yes,Low,Yes,C080b,,Yes,,The camera was met in the same location with 20 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-14 12.46.24.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-14 12.47.56.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-14 12.48.52.jpg,1/14/2026,12:45:30 PM,"7.0867646,-10.2326291",31,https://drive.google.com/uc?id=1TD2zhWjzqlu6Plq3_u5mi_bfFkd6qpIb,https://drive.google.com/uc?id=1OMY-lwtCswaAeRC4IiItqGbU4e6OmQcJ,https://drive.google.com/uc?id=1JtXPrqnLNTr6DHRe2vwUmqZR22Qm5HPd,WyVadl1ANEZJMSs5cSFpTHZQYlM
B32,C057,"STS, MML, ASN, HLW",Robert Mogabey Flomo,Camera status check,,,Yes,Yes,Low,Yes,C057b,,Yes,,The camera was met in the same location with 6 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 10.12.41.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 10.24.47.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 10.27.46.jpg,1/15/2026,10:10:30 AM,"7.0730387,-10.2536278",32,https://drive.google.com/uc?id=1rd7uUHRSwlbmUweRkIbqliokLDBIecE7,https://drive.google.com/uc?id=1z-ySpv798VrO33dMUhrmnUI3SQLsp6uH,https://drive.google.com/uc?id=1dQrxRHweZEpeu2Ap9l0mZBSiW3SmGK8e,IUkrRyVJd3N0YVtBbztOTldub2U
B31,C065,"STS, MML, ASN, HLW",Robert Mogabey Flomo ,Camera status check,,,Yes,Yes,Low,Yes,C065b,,Yes,,The camera was met in the same location with 11 videos being recorded.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 11.29.50.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 11.34.12.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 11.34.40.jpg,1/15/2026,11:28:30 AM,"7.0731363,-10.2618227",33,https://drive.google.com/uc?id=1DxRUdyg_PfW4CS_BErjrUk-dxkLFiez2,https://drive.google.com/uc?id=1UpEc0kdgKff1k49qJRg63wr-LayA7CK-,https://drive.google.com/uc?id=1SVVccBokQQFVVG90dk5oq4Wacntejuhq,KEU6R29rTipOSkhAU29rd3NFdno
B33,C044,"STS, MML, ASN, HLW",Robert Mogabey Flomo ,Camera status check,,,Yes,Yes,Low,Yes,C044b,,Yes,,The camera was met in the same location with 8 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.13.26.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.16.26.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.17.19.jpg,1/15/2026,1:09:30 PM,"7.0755817,-10.240015",34,https://drive.google.com/uc?id=1kHVE_odM4nQSSBEX6CT8FpjxZ2odPaQd,https://drive.google.com/uc?id=13JI3tHKHAYWlZbAf0g5aO8esATiS1Gjh,https://drive.google.com/uc?id=1qugaHHnsBpkr1ULs7qGJOcfiC1Wnar5Q,WXNoZ09DcmU3ZyFzMW4oMFI0M0o
B33,S13,"STS, MML, ASN, HLW",Robert Mogabey Flomo ,Song meter status check,,Yes,,,Low,Yes,S13b,,Yes,,The song meter was met in the same location in Grid B33.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.37.35.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.38.36.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 13.38.51.jpg,1/15/2026,1:36:30 PM,"7.0741384,-10.2411301",35,https://drive.google.com/uc?id=1bMRZ5_4u4lFvdXMRGmiKLKzYNK7vyfl_,https://drive.google.com/uc?id=1_eyC2uxKsGN49i2ub6bfD9ZWihEs0zTx,https://drive.google.com/uc?id=1t-E7d1umZQQ8P88C-kAoFSvtgaVyZVV6,XUxBY0paR3pvJTF0VHI0KnoyKDQ
B36,C081,"STS, MML, ASN, HLW",Robert Mogabey Flomo ,Camera retrieval,,,No,No,Fine,,,C081b,,,The camera was met in the same location but not functioning. It has been switched off since the day of it's status check.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 14.24.29.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 14.25.07.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-15 14.25.30.jpg,1/15/2026,2:20:30 PM,"7.0594908,-10.2490275",36,https://drive.google.com/uc?id=13cUoQXiH0Vdou7lqFpg8tkpZuIevP5eD,https://drive.google.com/uc?id=1Z8J0BBP--jflhl54SWI8Ycxdcl85XEuD,https://drive.google.com/uc?id=1Mdpbb9m8ed2jFlvbHsWA8UpF8ZWdiCXB,XTUwZE9DTXdBekVJbjIqdVIqVUI
B05,C071,"STS, MML, ASN, HLW",Moses Tokpah,Camera status check,,,Yes,Yes,Low,Yes,C071b,,Yes,,The camera was met in the same location with 56 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 11.28.05.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 11.28.49.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 11.29.23.jpg,1/16/2026,11:25:30 AM,"7.1404803,-10.2213032",37,https://drive.google.com/uc?id=1WQuK82QBegYttpBhHWylPA35GhLhpOVI,https://drive.google.com/uc?id=14w9PHSGU337qEsO1c3B4_mFJ5GKGG4wO,https://drive.google.com/uc?id=1irK6I4Pameg5ajoLJ4GLJ8VgRmkOv84w,KXZEaDxlTFs0OnFBUFo6MDFhPmk
B06,C072,"STS, MML, ASN, HLW",Moses Tokpah ,Camera status check,,,Yes,Yes,Low,Yes,C072b,,Yes,,The camera was met in the same location with 54 videos being recorded.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.33.53.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.34.34.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.37.25.jpg,1/16/2026,12:32:30 PM,"7.1424317,-10.2094217",38,https://drive.google.com/uc?id=1_AVQ9DbiTtsKljFx2MBpqMIQac46tXnW,https://drive.google.com/uc?id=1f6OykXrmcCaVKJkLYgfs67FLBAr-pHsl,https://drive.google.com/uc?id=1PKuogYthtnhpyLnf_4wqMGYGJgIpEUf0,VkopWj5ELS1sKlBhbipDM3MhUSU
B06,S18,"STS, MML, ASN, HLW",Moses Tokpah ,Song meter status check,,Yes,,,Low,Yes,S18b,,Yes,,The song meter was met in the same location in Grid B06,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.56.32.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.56.46.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-16 12.57.05.jpg,1/16/2026,12:55:30 PM,"7.1408483,-10.2117567",39,https://drive.google.com/uc?id=12ok7_qgSV1roVIhB3Ik_VO4VN7BIv2Em,https://drive.google.com/uc?id=1MNFZby0sR3XXqYqqs6OhkmM1qPctde5p,https://drive.google.com/uc?id=1eQCglQXLfS7L9i-925PT0TwREo5hAJ6W,WXIjPlRXOyZmKnkwNCs1anQyZ3o
B55,C070,"STS, MML, ASN, HLW",Mohammed sheriff ,Camera status check,,,Yes,Yes,Low,Yes,C070a,,Yes,,The camera was met in the same location with 4 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.21.32.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.21.48.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.24.24.jpg,1/17/2026,10:20:30 AM,"7.0094251,-10.2472067",40,https://drive.google.com/uc?id=14U_ZJAfrIJsG6vGSJSApPfk1BGfdK9B_,https://drive.google.com/uc?id=1kMOlFUGPDZJd6gXg6MYOch5gN0NT37VX,https://drive.google.com/uc?id=1kntx08QgYxwqCTOWOrHCVhMofqCW6OK9,JUlIQnhvWllKLU9VTWlpYihTcG8
B055,C067,"STS, MML, ASN, HLW",Mohammed sheriff ,Camera status check,,,Yes,Yes,Low,Yes,C067b,,Yes,,The camera was met in the same location with 22 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.56.21.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.56.40.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 10.59.55.jpg,1/17/2026,10:54:30 AM,"7.010565,-10.244925",41,https://drive.google.com/uc?id=1M7uO32rNL6YAuWyVZMh8Ve8eHKtoMUCL,https://drive.google.com/uc?id=1ceiIOINZl1tUwdgYtmD3dsqNugKpwdmX,https://drive.google.com/uc?id=1h_SP3_U_GXHJY9doJDGlySkiAam9pNCM,VEI7PlQ0SCVtdjRabXZWYzJARWM
B55,S39,"STS, MML, ASN, HLW",Mohammed sheriff ,Song meter status check,,Yes,,,Low,Yes,S39b,,Yes,,The song meter was met in the same location in Grid B55.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 11.07.01.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 11.08.46.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 11.09.20.jpg,1/17/2026,11:03:30 AM,"7.0110317,-10.2444217",42,https://drive.google.com/uc?id=1251qdatC4Tm-NSMjAs2gq6elxkHg4_6p,https://drive.google.com/uc?id=1fRtbROSSIiG4BwIrT6ITjsUCUblKD_x6,https://drive.google.com/uc?id=1mjpx66vN3PAj80aAOx3MVZJZZH29ZpwJ,JUdMKjA5c2ZTQmI6RjlNPiEjdXI
B59,C058,"STS, MML, ASN, HLW",Moses Flomo,Camera status check,,,Yes,Yes,Low,Yes,C058b,,Yes,,The camera was met in the same location with 20 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 13.48.21.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 13.48.34.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 13.49.31.jpg,1/17/2026,1:46:30 PM,"7.0098717,-10.19682",43,https://drive.google.com/uc?id=1KbBvlb5DE_bgok0TsJ4LessJLc8k_pIZ,https://drive.google.com/uc?id=1Af3b4zvsyXwMRJZv0ESRcjSs620R1wX2,https://drive.google.com/uc?id=1UK26zxhfH9O5Zcdh2pio1LzX8BfMOLT3,UXIpOG5zTGU-JTF6RCsydVREOTo
B59,C052,"STS, MML, ASN, HLW",Moses Flomo ,Camera status check,,,Yes,Yes,Low,Yes,C052b,,Yes,,The camera was met in the same location with 31 videos being recorded in the last working cycle.,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 14.16.52.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 14.17.11.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-247342274/2026-01-17 14.20.03.jpg,1/17/2026,2:15:30 PM,"7.0085747,-10.1943585",44,https://drive.google.com/uc?id=1CxGUGp-iBat1nl90RbrWiu_6KUJ6DJR1,https://drive.google.com/uc?id=1kXlpLvNRO6kI0kjo-dl6_1Z7kAsxpHBC,https://drive.google.com/uc?id=1QVDct-ZXDdkKBR8tl-x5GilwvjWEbx0t,U1diSiotV0FBNXVTOjBveGYzOXE
